date,pol_ru,rank,avg_score
Aug-20,Мурашко Михаил Альбертович,,2.87
Aug-20,Белозеров Олег Валентинович,,2.84
Aug-20,Кобылкин Дмитрий Николаевич,,2.80
Aug-20,Кравцов Сергей Сергеевич,,2.79
Aug-20,Дюмин Алексей Геннадьевич,,2.75
Aug-20,Фальков Валерий Николаевич,,2.73
Aug-20,Матыцин Олег Васильевич,,2.72
Aug-20,Орешкин Максим Станиславович,,2.70
Aug-20,Шувалов Игорь Иванович,,2.63
Aug-20,Хлопонин Александр Геннадиевич,,2.60
Sep-20,Путин Владимир Владимирович,,9.67
Sep-20,Мишустин Михаил Владимирович,,8.11
Sep-20,Вайно Антон Эдуардович,,7.78
Sep-20,Медведев Дмитрий Анатольевич,,7.59
Sep-20,Шойгу Сергей Кужугетович,,7.15
Sep-20,Собянин Сергей Семенович,,6.95
Sep-20,Кириенко Сергей Владиленович,,6.92
Sep-20,Сечин Игорь Иванович,,6.80
Sep-20,Лавров Сергей Викторович,,6.77
Sep-20,Набиуллина Эльвира Сахипзадовна,,6.68
Sep-20,Белоусов Андрей Рэмович,,6.51
Sep-20,Силуанов Антон Германович,,6.40
Sep-20,Бастрыкин Александр Иванович,,6.39
Sep-20,Володин Вячеслав Викторович,,6.35
Sep-20,Бортников Александр Васильевич,,6.30
Sep-20,Патрушев Николай Платонович,,6.21
Sep-20,Греф Герман Оскарович,,6.05
Sep-20,Ковальчук Юрий Валентинович,,6.02
Sep-20,Песков Дмитрий Сергеевич,,6.00
Sep-20,Громов Алексей Алексеевич,,5.94
Sep-20,Колокольцев Владимир Александрович,,5.91
Sep-20,Нарышкин Сергей Евгеньевич,,5.85
Sep-20,Чемезов Сергей Викторович,,5.80
Sep-20,Миллер Алексей Борисович,,5.78
Sep-20,Матвиенко Валентина Ивановна,,5.75
Sep-20,Золотов Виктор Васильевич,,5.73
Sep-20,Кирилл (патриарх Московский и всея Руси),,5.70
Sep-20,Борисов Юрий Иванович,,5.65
Sep-20,Тимченко Геннадий Николаевич,,5.61
Sep-20,Голикова Татьяна Алексеевна,,5.50
Sep-20,Козак Дмитрий Николаевич,,5.45
Sep-20,Краснов Игорь Викторович,,5.32
Sep-20,Ротенберг Аркадий Романович,,5.70
Sep-20,Костин Андрей Леонидович,,5.05
Sep-20,Кудрин Алексей Леонидович,,4.93
Sep-20,Герасимов Валерий Васильевич,,4.90
Sep-20,Левитин Игорь Евгеньевич,,4.84
Sep-20,Мантуров Денис Валентинович,,4.72
Sep-20,Турчак Андрей Анатольевич,,4.67
Sep-20,Чиханчин Юрий Анатольевич,,4.63
Sep-20,Патрушев Дмитрий Николаевич,,4.60
Sep-20,Новак Александр Валентинович,,4.55
Sep-20,Эрнст Константин Львович,,4.52
Sep-20,Трутнев Юрий Петрович,,4.50
Sep-20,Ярин Андрей Вениаминович,,4.49
Sep-20,Григоренко Дмитрий Юрьевич,,4.45
Sep-20,Абрамович Роман Аркадьевич,,4.42
Sep-20,Добродеев Олег Борисович,,4.40
Sep-20,Чернышенко Дмитрий Николаевич,,4.32
Sep-20,Хуснуллин Марат Шакирзянович,,4.30
Sep-20,Чубайс Анатолий Борисович,,4.27
Sep-20,Харичев Александр Дмитриевич,,4.25
Sep-20,Дерипаска Олег Владимирович,,4.20
Sep-20,Алекперов Вагит Юсуфович,,4.19
Sep-20,Кончев Дмитрий Викторович,,4.18
Sep-20,Усманов Алишер Бурханович,,4.16
Sep-20,Якушев Владимир Владимирович,,4.10
Sep-20,Зюганов Геннадий Андреевич,,4.05
Sep-20,Брычева Лариса Игоревна,,3.97
Sep-20,Дитрих Евгений Иванович,,3.92
Sep-20,Неверов Сергей Иванович,,3.91
Sep-20,Мордашов Алексей Александрович,,3.88
Sep-20,Жириновский Владимир Вольфович,,3.83
Sep-20,Кадыров Рамзан Ахматович,,3.80
Sep-20,Грызлов Борис Вячеславович,,3.76
Sep-20,Зиничев Евгений Николаевич,,3.71
Sep-20,Артемьев Игорь Юрьевич,,3.69
Sep-20,Волошин Александр Стальевич,,3.68
Sep-20,Зорькин Валерий Дмитриевич,,3.64
Sep-20,Шальков Дмитрий Владиславович,,3.62
Sep-20,Чуйченко Константин Анатольевич,,3.58
Sep-20,Рогозин Дмитрий Олегович,,3.55
Sep-20,Оверчук Алексей Логвинович,,3.52
Sep-20,Беглов Александр Дмитриевич,,3.46
Sep-20,Минниханов Рустам Нургалиевич,,3.41
Sep-20,Абрамченко Виктория Валериевна,,3.37
Sep-20,Иванов Сергей Борисович,,3.34
Sep-20,Аксенов Сергей Валерьевич,,3.32
Sep-20,Воробьев Андрей Юрьевич,,3.31
Sep-20,Лебедев Вячеслав Михайлович,,3.28
Sep-20,Гордеев Алексей Васильевич,,3.25
Sep-20,Михельсон Леонид Викторович,,3.24
Sep-20,Решетников Максим Геннадьевич,,3.22
Sep-20,Жуков Александр Дмитриевич,,3.19
Sep-20,Миронов Сергей Михайлович,,3.15
Sep-20,Вексельберг Виктор Феликсович,,3.12
Sep-20,Белозеров Олег Валентинович,,3.10
Sep-20,Дюмин Алексей Геннадьевич,,3.08
Sep-20,Чайка Юрий Яковлевич,,3.07
Sep-20,Васильев Владимир Абдуалиевич,,3.04
Sep-20,Шувалов Игорь Иванович,,3.02
Sep-20,Шадаев Максут Игоревич,,3.00
Sep-20,Матыцин Олег Васильевич,,2.98
Sep-20,Мурашко Михаил Альбертович,,2.95
Sep-20,Серышев Анатолий Анатольевич,,2.90
Sep-20,Кравцов Сергей Сергеевич,,2.83
Sep-20,Кобылкин Дмитрий Николаевич,,2.80
Sep-20,Орешкин Максим Станиславович,,2.76
Sep-20,Хлопонин Александр Геннадиевич,,2.73
Sep-20,Фальков Валерий Николаевич,,2.70
Oct-20,Путин Владимир Владимирович,,9.82
Oct-20,Мишустин Михаил Владимирович,,8.21
Oct-20,Вайно Антон Эдуардович,,7.95
Oct-20,Медведев Дмитрий Анатольевич,,7.40
Oct-20,Шойгу Сергей Кужугетович,,7.36
Oct-20,Собянин Сергей Семенович,,7.01
Oct-20,Сечин Игорь Иванович,,6.76
Oct-20,Кириенко Сергей Владиленович,,6.73
Oct-20,Силуанов Антон Германович,,6.62
Oct-20,Лавров Сергей Викторович,,6.51
Oct-20,Набиуллина Эльвира Сахипзадовна,,6.46
Oct-20,Володин Вячеслав Викторович,,6.39
Oct-20,Белоусов Андрей Рэмович,,6.35
Oct-20,Бортников Александр Васильевич,,6.30
Oct-20,Бастрыкин Александр Иванович,,6.27
Oct-20,Патрушев Николай Платонович,,6.24
Oct-20,Громов Алексей Алексеевич,,6.19
Oct-20,Песков Дмитрий Сергеевич,,6.15
Oct-20,Греф Герман Оскарович,,6.11
Oct-20,Ковальчук Юрий Валентинович,,6.07
Oct-20,Нарышкин Сергей Евгеньевич,,6.05
Oct-20,Миллер Алексей Борисович,,5.99
Oct-20,Чемезов Сергей Викторович,,5.96
Oct-20,Матвиенко Валентина Ивановна,,5.93
Oct-20,Тимченко Геннадий Николаевич,,5.84
Oct-20,Колокольцев Владимир Александрович,,5.78
Oct-20,Голикова Татьяна Алексеевна,,5.73
Oct-20,Золотов Виктор Васильевич,,5.61
Oct-20,Борисов Юрий Иванович,,5.58
Oct-20,Кирилл (патриарх Московский и всея Руси),,5.50
Oct-20,Козак Дмитрий Николаевич,,5.44
Oct-20,Кудрин Алексей Леонидович,,5.24
Oct-20,Костин Андрей Леонидович,,5.18
Oct-20,Ротенберг Аркадий Романович,,5.12
Oct-20,Краснов Игорь Викторович,,5.10
Oct-20,Герасимов Валерий Васильевич,,5.05
Oct-20,Турчак Андрей Анатольевич,,5.02
Oct-20,Левитин Игорь Евгеньевич,,5.00
Oct-20,Трутнев Юрий Петрович,,4.95
Oct-20,Ярин Андрей Вениаминович,,4.82
Oct-20,Патрушев Дмитрий Николаевич,,4.79
Oct-20,Новак Александр Валентинович,,4.77
Oct-20,Григоренко Дмитрий Юрьевич,,4.74
Oct-20,Мантуров Денис Валентинович,,4.72
Oct-20,Добродеев Олег Борисович,,4.67
Oct-20,Эрнст Константин Львович,,4.64
Oct-20,Хуснуллин Марат Шакирзянович,,4.62
Oct-20,Чернышенко Дмитрий Николаевич,,4.61
Oct-20,Чиханчин Юрий Анатольевич,,4.60
Oct-20,Кончев Дмитрий Викторович,,4.58
Oct-20,Усманов Алишер Бурханович,,4.55
Oct-20,Зюганов Геннадий Андреевич,,4.53
Oct-20,Дерипаска Олег Владимирович,,4.51
Oct-20,Абрамович Роман Аркадьевич,,4.50
Oct-20,Алекперов Вагит Юсуфович,,4.48
Oct-20,Харичев Александр Дмитриевич,,4.47
Oct-20,Неверов Сергей Иванович,,4.42
Oct-20,Брычева Лариса Игоревна,,4.35
Oct-20,Дитрих Евгений Иванович,,4.31
Oct-20,Якушев Владимир Владимирович,,4.30
Oct-20,Чубайс Анатолий Борисович,,4.22
Oct-20,Жириновский Владимир Вольфович,,4.20
Oct-20,Грызлов Борис Вячеславович,,4.18
Oct-20,Мордашов Алексей Александрович,,4.15
Oct-20,Рогозин Дмитрий Олегович,,4.13
Oct-20,Артемьев Игорь Юрьевич,,4.09
Oct-20,Абрамченко Виктория Валериевна,,4.04
Oct-20,Кадыров Рамзан Ахматович,,4.01
Oct-20,Зорькин Валерий Дмитриевич,,3.99
Oct-20,Шальков Дмитрий Владиславович,,3.97
Oct-20,Оверчук Алексей Логвинович,,3.96
Oct-20,Беглов Александр Дмитриевич,,3.92
Oct-20,Зиничев Евгений Николаевич,,3.90
Oct-20,Волошин Александр Стальевич,,3.88
Oct-20,Жуков Александр Дмитриевич,,3.87
Oct-20,Воробьев Андрей Юрьевич,,3.85
Oct-20,Иванов Сергей Борисович,,3.82
Oct-20,Минниханов Рустам Нургалиевич,,3.80
Oct-20,Гордеев Алексей Васильевич,,3.79
Oct-20,Решетников Максим Геннадьевич,,3.77
Oct-20,Миронов Сергей Михайлович,,3.72
Oct-20,Лебедев Вячеслав Михайлович,,3.68
Oct-20,Вексельберг Виктор Феликсович,,3.67
Oct-20,Белозеров Олег Валентинович,,3.65
Oct-20,Чуйченко Константин Анатольевич,,3.60
Oct-20,Аксенов Сергей Валерьевич,,3.55
Oct-20,Чайка Юрий Яковлевич,,3.53
Oct-20,Михельсон Леонид Викторович,,3.52
Oct-20,Мурашко Михаил Альбертович,,3.50
Oct-20,Орешкин Максим Станиславович,,3.48
Oct-20,Хлопонин Александр Геннадиевич,,3.45
Oct-20,Матыцин Олег Васильевич,,3.43
Oct-20,Васильев Владимир Абдуалиевич,,3.41
Oct-20,Шувалов Игорь Иванович,,3.40
Oct-20,Шадаев Максут Игоревич,,3.39
Oct-20,Кобылкин Дмитрий Николаевич,,3.37
Oct-20,Дюмин Алексей Геннадьевич,,3.35
Oct-20,Серышев Анатолий Анатольевич,,3.32
Oct-20,Кравцов Сергей Сергеевич,,3.30
Oct-20,Фальков Валерий Николаевич,,3.28
Nov-20,Путин Владимир Владимирович,,9.89
Nov-20,Мишустин Михаил Владимирович,,8.45
Nov-20,Вайно Антон Эдуардович,,8.02
Nov-20,Шойгу Сергей Кужугетович,,7.52
Nov-20,Медведев Дмитрий Анатольевич,,7.18
Nov-20,Сечин Игорь Иванович,,7.08
Nov-20,Собянин Сергей Семенович,,7.04
Nov-20,Кириенко Сергей Владиленович,,6.77
Nov-20,Лавров Сергей Викторович,,6.68
Nov-20,Силуанов Антон Германович,,6.63
Nov-20,Бастрыкин Александр Иванович,,6.58
Nov-20,Бортников Александр Васильевич,,6.47
Nov-20,Белоусов Андрей Рэмович,,6.45
Nov-20,Набиуллина Эльвира Сахипзадовна,,6.40
Nov-20,Володин Вячеслав Викторович,,6.27
Nov-20,Песков Дмитрий Сергеевич,,6.19
Nov-20,Греф Герман Оскарович,,6.14
Nov-20,Патрушев Николай Платонович,,6.09
Nov-20,Нарышкин Сергей Евгеньевич,,6.07
Nov-20,Ковальчук Юрий Валентинович,,6.02
Nov-20,Миллер Алексей Борисович,,6.00
Nov-20,Громов Алексей Алексеевич,,5.98
Nov-20,Тимченко Геннадий Николаевич,,5.95
Nov-20,Матвиенко Валентина Ивановна,,5.90
Nov-20,Борисов Юрий Иванович,,5.86
Nov-20,Кирилл (патриарх Московский и всея Руси),,5.81
Nov-20,Колокольцев Владимир Александрович,,5.77
Nov-20,Чемезов Сергей Викторович,,5.74
Nov-20,Золотов Виктор Васильевич,,5.70
Nov-20,Голикова Татьяна Алексеевна,,5.65
Nov-20,Краснов Игорь Викторович,,5.50
Nov-20,Кудрин Алексей Леонидович,,5.46
Nov-20,Новак Александр Валентинович,,5.27
Nov-20,Костин Андрей Леонидович,,5.24
Nov-20,Козак Дмитрий Николаевич,,5.19
Nov-20,Герасимов Валерий Васильевич,,5.10
Nov-20,Ротенберг Аркадий Романович,,5.06
Nov-20,Турчак Андрей Анатольевич,,5.04
Nov-20,Григоренко Дмитрий Юрьевич,,4.71
Nov-20,Левитин Игорь Евгеньевич,,4.84
Nov-20,Добродеев Олег Борисович,,4.82
Nov-20,Трутнев Юрий Петрович,,4.80
Nov-20,Мантуров Денис Валентинович,,4.77
Nov-20,Патрушев Дмитрий Николаевич,,4.74
Nov-20,Ярин Андрей Вениаминович,,4.71
Nov-20,Чиханчин Юрий Анатольевич,,4.68
Nov-20,Кончев Дмитрий Викторович,,4.65
Nov-20,Хуснуллин Марат Шакирзянович,,4.61
Nov-20,Чернышенко Дмитрий Николаевич,,4.59
Nov-20,Абрамович Роман Аркадьевич,,4.57
Nov-20,Алекперов Вагит Юсуфович,,4.43
Nov-20,Эрнст Константин Львович,,4.36
Nov-20,Усманов Алишер Бурханович,,4.32
Nov-20,Дерипаска Олег Владимирович,,4.30
Nov-20,Мордашов Алексей Александрович,,4.27
Nov-20,Брычева Лариса Игоревна,,4.21
Nov-20,Зюганов Геннадий Андреевич,,4.16
Nov-20,Харичев Александр Дмитриевич,,4.13
Nov-20,Рогозин Дмитрий Олегович,,4.11
Nov-20,Кадыров Рамзан Ахматович,,4.07
Nov-20,Грызлов Борис Вячеславович,,4.05
Nov-20,Неверов Сергей Иванович,,4.03
Nov-20,Жириновский Владимир Вольфович,,3.97
Nov-20,Зорькин Валерий Дмитриевич,,3.88
Nov-20,Михельсон Леонид Викторович,,3.85
Nov-20,Абрамченко Виктория Валериевна,,3.81
Nov-20,Шувалов Игорь Иванович,,3.80
Nov-20,Чубайс Анатолий Борисович,,3.76
Nov-20,Зиничев Евгений Николаевич,,3.71
Nov-20,Якушев Владимир Владимирович,,3.68
Nov-20,Артемьев Игорь Юрьевич,,3.65
Nov-20,Оверчук Алексей Логвинович,,3.60
Nov-20,Белозеров Олег Валентинович,,3.59
Nov-20,Чуйченко Константин Анатольевич,,3.56
Nov-20,Волошин Александр Стальевич,,3.52
Nov-20,Шальков Дмитрий Владиславович,,3.50
Nov-20,Жуков Александр Дмитриевич,,3.48
Nov-20,Беглов Александр Дмитриевич,,3.47
Nov-20,Минниханов Рустам Нургалиевич,,3.45
Nov-20,Воробьев Андрей Юрьевич,,3.43
Nov-20,Гордеев Алексей Васильевич,,3.42
Nov-20,Дитрих Евгений Иванович,,3.40
Nov-20,Иванов Сергей Борисович,,3.38
Nov-20,Решетников Максим Геннадьевич,,3.35
Nov-20,Миронов Сергей Михайлович,,3.31
Nov-20,Орешкин Максим Станиславович,,3.28
Nov-20,Вексельберг Виктор Феликсович,,3.25
Nov-20,Васильев Владимир Абдуалиевич,,3.24
Nov-20,Матыцин Олег Васильевич,,3.22
Nov-20,Лебедев Вячеслав Михайлович,,3.19
Nov-20,Мурашко Михаил Альбертович,,3.15
Nov-20,Серышев Анатолий Анатольевич,,3.10
Nov-20,Аксенов Сергей Валерьевич,,3.07
Nov-20,Кравцов Сергей Сергеевич,,2.98
Nov-20,Чайка Юрий Яковлевич,,2.96
Nov-20,Шадаев Максут Игоревич,,2.95
Nov-20,Хлопонин Александр Геннадиевич,,2.92
Nov-20,Фальков Валерий Николаевич,,2.88
Nov-20,Кобылкин Дмитрий Николаевич,,2.85
Nov-20,Дюмин Алексей Геннадьевич,,2.81
Dec-20,Путин Владимир Владимирович,,9.88
Dec-20,Мишустин Михаил Владимирович,,8.35
Dec-20,Вайно Антон Эдуардович,,8.05
Dec-20,Шойгу Сергей Кужугетович,,7.45
Dec-20,Медведев Дмитрий Анатольевич,,7.04
Dec-20,Собянин Сергей Семенович,,6.96
Dec-20,Кириенко Сергей Владиленович,,6.80
Dec-20,Сечин Игорь Иванович,,6.79
Dec-20,Лавров Сергей Викторович,,6.62
Dec-20,Силуанов Антон Германович,,6.59
Dec-20,Набиуллина Эльвира Сахипзадовна,,6.50
Dec-20,Песков Дмитрий Сергеевич,,6.36
Dec-20,Белоусов Андрей Рэмович,,6.34
Dec-20,Бастрыкин Александр Иванович,,6.30
Dec-20,Бортников Александр Васильевич,,6.28
Dec-20,Володин Вячеслав Викторович,,6.23
Dec-20,Патрушев Николай Платонович,,6.15
Dec-20,Громов Алексей Алексеевич,,6.08
Dec-20,Нарышкин Сергей Евгеньевич,,6.05
Dec-20,Миллер Алексей Борисович,,6.01
Dec-20,Ковальчук Юрий Валентинович,,5.97
Dec-20,Греф Герман Оскарович,,5.93
Dec-20,Чемезов Сергей Викторович,,5.88
Dec-20,Матвиенко Валентина Ивановна,,5.72
Dec-20,Колокольцев Владимир Александрович,,5.70
Dec-20,Тимченко Геннадий Николаевич,,5.67
Dec-20,Кирилл (патриарх Московский и всея Руси),,5.65
Dec-20,Голикова Татьяна Алексеевна,,5.61
Dec-20,Борисов Юрий Иванович,,5.50
Dec-20,Золотов Виктор Васильевич,,5.43
Dec-20,Козак Дмитрий Николаевич,,5.40
Dec-20,Кудрин Алексей Леонидович,,5.38
Dec-20,Костин Андрей Леонидович,,5.31
Dec-20,Новак Александр Валентинович,,5.24
Dec-20,Краснов Игорь Викторович,,5.20
Dec-20,Турчак Андрей Анатольевич,,5.17
Dec-20,Левитин Игорь Евгеньевич,,5.10
Dec-20,Ротенберг Аркадий Романович,,5.06
Dec-20,Трутнев Юрий Петрович,,4.98
Dec-20,Григоренко Дмитрий Юрьевич,,4.93
Dec-20,Ярин Андрей Вениаминович,,4.87
Dec-20,Герасимов Валерий Васильевич,,4.85
Dec-20,Чиханчин Юрий Анатольевич,,4.82
Dec-20,Добродеев Олег Борисович,,4.80
Dec-20,Алекперов Вагит Юсуфович,,4.77
Dec-20,Хуснуллин Марат Шакирзянович,,4.75
Dec-20,Патрушев Дмитрий Николаевич,,4.72
Dec-20,Чернышенко Дмитрий Николаевич,,4.70
Dec-20,Мантуров Денис Валентинович,,4.68
Dec-20,Абрамович Роман Аркадьевич,,4.66
Dec-20,Усманов Алишер Бурханович,,4.62
Dec-20,Кончев Дмитрий Викторович,,4.59
Dec-20,Эрнст Константин Львович,,4.57
Dec-20,Дерипаска Олег Владимирович,,4.55
Dec-20,Мордашов Алексей Александрович,,4.51
Dec-20,Зюганов Геннадий Андреевич,,4.50
Dec-20,Брычева Лариса Игоревна,,4.48
Dec-20,Харичев Александр Дмитриевич,,4.45
Dec-20,Кадыров Рамзан Ахматович,,4.43
Dec-20,Жириновский Владимир Вольфович,,4.40
Dec-20,Грызлов Борис Вячеславович,,4.37
Dec-20,Рогозин Дмитрий Олегович,,4.36
Dec-20,Абрамченко Виктория Валериевна,,4.33
Dec-20,Артемьев Игорь Юрьевич,,4.31
Dec-20,Оверчук Алексей Логвинович,,4.27
Dec-20,Неверов Сергей Иванович,,4.25
Dec-20,Шувалов Игорь Иванович,,4.22
Dec-20,Белозеров Олег Валентинович,,4.20
Dec-20,Жуков Александр Дмитриевич,,4.18
Dec-20,Васильев Владимир Абдуалиевич,,4.15
Dec-20,Беглов Александр Дмитриевич,,4.11
Dec-20,Михельсон Леонид Викторович,,4.09
Dec-20,Якушев Владимир Владимирович,,4.06
Dec-20,Зиничев Евгений Николаевич,,4.03
Dec-20,Волошин Александр Стальевич,,4.00
Dec-20,Минниханов Рустам Нургалиевич,,3.98
Dec-20,Воробьев Андрей Юрьевич,,3.95
Dec-20,Шальков Дмитрий Владиславович,,3.90
Dec-20,Зорькин Валерий Дмитриевич,,3.86
Dec-20,Чубайс Анатолий Борисович,,3.84
Dec-20,Дитрих Евгений Иванович,,3.80
Dec-20,Лебедев Вячеслав Михайлович,,3.77
Dec-20,Миронов Сергей Михайлович,,3.75
Dec-20,Иванов Сергей Борисович,,3.72
Dec-20,Орешкин Максим Станиславович,,3.70
Dec-20,Решетников Максим Геннадьевич,,3.69
Dec-20,Мурашко Михаил Альбертович,,3.65
Dec-20,Чайка Юрий Яковлевич,,3.63
Dec-20,Матыцин Олег Васильевич,,3.60
Dec-20,Хлопонин Александр Геннадиевич,,3.57
Dec-20,Гордеев Алексей Васильевич,,3.55
Dec-20,Вексельберг Виктор Феликсович,,3.52
Dec-20,Дюмин Алексей Геннадьевич,,3.49
Dec-20,Серышев Анатолий Анатольевич,,3.45
Dec-20,Аксенов Сергей Валерьевич,,3.44
Dec-20,Коновалов Александр Владимирович,,3.41
Dec-20,Шадаев Максут Игоревич,,3.38
Dec-20,Кравцов Сергей Сергеевич,,3.37
Dec-20,Чуйченко Константин Анатольевич,,3.35
Dec-20,Фальков Валерий Николаевич,,3.33
Jan-21,Путин Владимир Владимирович,,9.88
Jan-21,Мишустин Михаил Владимирович,,8.33
Jan-21,Вайно Антон Эдуардович,,8.05
Jan-21,Шойгу Сергей Кужугетович,,7.43
Jan-21,Медведев Дмитрий Анатольевич,,6.98
Jan-21,Лавров Сергей Викторович,,6.95
Jan-21,Кириенко Сергей Владиленович,,6.60
Jan-21,Сечин Игорь Иванович,,6.58
Jan-21,Собянин Сергей Семенович,,6.56
Jan-21,Силуанов Антон Германович,,6.53
Jan-21,Бортников Александр Васильевич,,6.47
Jan-21,Набиуллина Эльвира Сахипзадовна,,6.38
Jan-21,Бастрыкин Александр Иванович,,6.35
Jan-21,Белоусов Андрей Рэмович,,6.31
Jan-21,Володин Вячеслав Викторович,,6.30
Jan-21,Патрушев Николай Платонович,,6.25
Jan-21,Громов Алексей Алексеевич,,6.22
Jan-21,Миллер Алексей Борисович,,6.17
Jan-21,Песков Дмитрий Сергеевич,,6.13
Jan-21,Нарышкин Сергей Евгеньевич,,6.05
Jan-21,Греф Герман Оскарович,,6.03
Jan-21,Ковальчук Юрий Валентинович,,6.00
Jan-21,Чемезов Сергей Викторович,,5.96
Jan-21,Тимченко Геннадий Николаевич,,5.90
Jan-21,Колокольцев Владимир Александрович,,5.70
Jan-21,Матвиенко Валентина Ивановна,,5.68
Jan-21,Золотов Виктор Васильевич,,5.62
Jan-21,Голикова Татьяна Алексеевна,,5.60
Jan-21,Козак Дмитрий Николаевич,,5.45
Jan-21,Борисов Юрий Иванович,,5.38
Jan-21,Кирилл (патриарх Московский и всея Руси),,5.35
Jan-21,Костин Андрей Леонидович,,5.33
Jan-21,Новак Александр Валентинович,,5.24
Jan-21,Краснов Игорь Викторович,,5.20
Jan-21,Григоренко Дмитрий Юрьевич,,5.18
Jan-21,Ротенберг Аркадий Романович,,5.14
Jan-21,Кудрин Алексей Леонидович,,5.11
Jan-21,Левитин Игорь Евгеньевич,,5.08
Jan-21,Турчак Андрей Анатольевич,,5.06
Jan-21,Трутнев Юрий Петрович,,5.02
Jan-21,Чиханчин Юрий Анатольевич,,5.00
Jan-21,Усманов Алишер Бурханович,,4.94
Jan-21,Ярин Андрей Вениаминович,,4.91
Jan-21,Алекперов Вагит Юсуфович,,4.90
Jan-21,Герасимов Валерий Васильевич,,4.88
Jan-21,Патрушев Дмитрий Николаевич,,4.86
Jan-21,Хуснуллин Марат Шакирзянович,,4.83
Jan-21,Абрамович Роман Аркадьевич,,4.81
Jan-21,Добродеев Олег Борисович,,4.79
Jan-21,Чернышенко Дмитрий Николаевич,,4.77
Jan-21,Дерипаска Олег Владимирович,,4.75
Jan-21,Брычева Лариса Игоревна,,4.73
Jan-21,Кончев Дмитрий Викторович,,4.71
Jan-21,Мантуров Денис Валентинович,,4.70
Jan-21,Харичев Александр Дмитриевич,,4.67
Jan-21,Зюганов Геннадий Андреевич,,4.65
Jan-21,Рогозин Дмитрий Олегович,,4.62
Jan-21,Абрамченко Виктория Валериевна,,4.59
Jan-21,Грызлов Борис Вячеславович,,4.53
Jan-21,Жириновский Владимир Вольфович,,4.50
Jan-21,Оверчук Алексей Логвинович,,4.46
Jan-21,Мордашов Алексей Александрович,,4.44
Jan-21,Кадыров Рамзан Ахматович,,4.41
Jan-21,Эрнст Константин Львович,,4.37
Jan-21,Белозеров Олег Валентинович,,4.30
Jan-21,Васильев Владимир Абдуалиевич,,4.28
Jan-21,Якушев Владимир Владимирович,,4.24
Jan-21,Шувалов Игорь Иванович,,4.21
Jan-21,Неверов Сергей Иванович,,4.19
Jan-21,Михельсон Леонид Викторович,,4.16
Jan-21,Беглов Александр Дмитриевич,,4.15
Jan-21,Минниханов Рустам Нургалиевич,,4.13
Jan-21,Дитрих Евгений Иванович,,4.11
Jan-21,Орешкин Максим Станиславович,,4.10
Jan-21,Воробьев Андрей Юрьевич,,4.07
Jan-21,Жуков Александр Дмитриевич,,4.05
Jan-21,Зорькин Валерий Дмитриевич,,4.04
Jan-21,Зиничев Евгений Николаевич,,4.02
Jan-21,Волошин Александр Стальевич,,4.00
Jan-21,Иванов Сергей Борисович,,3.99
Jan-21,Шальков Дмитрий Владиславович,,3.97
Jan-21,Лебедев Вячеслав Михайлович,,3.94
Jan-21,Артемьев Игорь Юрьевич,,3.86
Jan-21,Вексельберг Виктор Феликсович,,3.82
Jan-21,Миронов Сергей Михайлович,,3.81
Jan-21,Чубайс Анатолий Борисович,,3.80
Jan-21,Коновалов Александр Владимирович,,3.77
Jan-21,Мурашко Михаил Альбертович,,3.75
Jan-21,Решетников Максим Геннадьевич,,3.73
Jan-21,Гордеев Алексей Васильевич,,3.71
Jan-21,Хлопонин Александр Геннадиевич,,3.68
Jan-21,Матыцин Олег Васильевич,,3.65
Jan-21,Дюмин Алексей Геннадьевич,,3.63
Jan-21,Аксенов Сергей Валерьевич,,3.60
Jan-21,Чуйченко Константин Анатольевич,,3.57
Jan-21,Серышев Анатолий Анатольевич,,3.54
Jan-21,Шадаев Максут Игоревич,,3.51
Jan-21,Кравцов Сергей Сергеевич,,3.49
Jan-21,Чайка Юрий Яковлевич,,3.43
Jan-21,Фальков Валерий Николаевич,,3.40
Feb-21,Путин Владимир Владимирович,,9.89
Feb-21,Мишустин Михаил Владимирович,,8.34
Feb-21,Вайно Антон Эдуардович,,8.08
Feb-21,Шойгу Сергей Кужугетович,,7.11
Feb-21,Медведев Дмитрий Анатольевич,,6.89
Feb-21,Лавров Сергей Викторович,,6.80
Feb-21,Кириенко Сергей Владиленович,,6.77
Feb-21,Собянин Сергей Семенович,,6.60
Feb-21,Сечин Игорь Иванович,,6.58
Feb-21,Силуанов Антон Германович,,6.55
Feb-21,Набиуллина Эльвира Сахипзадовна,,6.52
Feb-21,Белоусов Андрей Рэмович,,6.44
Feb-21,Володин Вячеслав Викторович,,6.31
Feb-21,Бортников Александр Васильевич,,6.28
Feb-21,Бастрыкин Александр Иванович,,6.22
Feb-21,Патрушев Николай Платонович,,6.20
Feb-21,Греф Герман Оскарович,,6.18
Feb-21,Громов Алексей Алексеевич,,6.15
Feb-21,Миллер Алексей Борисович,,6.12
Feb-21,Нарышкин Сергей Евгеньевич,,6.10
Feb-21,Песков Дмитрий Сергеевич,,6.05
Feb-21,Тимченко Геннадий Николаевич,,6.00
Feb-21,Ковальчук Юрий Валентинович,,5.94
Feb-21,Чемезов Сергей Викторович,,5.92
Feb-21,Золотов Виктор Васильевич,,5.80
Feb-21,Матвиенко Валентина Ивановна,,5.77
Feb-21,Голикова Татьяна Алексеевна,,5.64
